1,1,451.98,454.04,57.50,127.44,1.75,-1,-1,-1
1,2,1494.95,470.28,61.36,137.25,1.74,-1,-1,-1
1,3,1618.49,360.20,62.58,104.11,1.74,-1,-1,-1
1,4,906.68,670.92,85.47,177.48,1.73,-1,-1,-1
1,5,650.54,428.89,95.53,67.30,1.73,-1,-1,-1
1,6,692.12,521.58,67.00,142.05,1.73,-1,-1,-1
1,7,1225.11,386.45,51.83,108.69,1.72,-1,-1,-1
1,8,792.93,421.32,76.42,113.06,1.72,-1,-1,-1
1,9,1323.61,409.84,38.60,113.05,1.70,-1,-1,-1
1,10,893.74,364.43,31.40,100.98,1.67,-1,-1,-1
1,11,769.12,407.95,53.94,108.43,1.67,-1,-1,-1
1,12,1743.07,929.81,96.20,155.72,1.58,-1,-1,-1
1,13,1470.11,339.97,30.46,88.23,1.54,-1,-1,-1
2,1,452.85,454.73,67.31,126.81,1.74,-1,-1,-1
2,2,1499.17,468.45,60.03,137.18,1.75,-1,-1,-1
2,3,1619.17,360.51,63.43,104.09,1.74,-1,-1,-1
2,4,911.60,669.02,90.16,179.94,1.75,-1,-1,-1
2,5,657.01,428.01,93.19,68.06,1.74,-1,-1,-1
2,6,702.01,520.94,61.38,142.55,1.74,-1,-1,-1
2,7,1229.90,386.62,46.54,108.43,1.72,-1,-1,-1
2,8,793.44,419.69,78.06,114.55,1.60,-1,-1,-1
2,9,1327.70,409.76,39.32,113.15,1.72,-1,-1,-1
2,10,895.11,364.69,34.88,101.47,1.68,-1,-1,-1
2,11,776.11,406.91,46.26,107.45,1.65,-1,-1,-1
2,12,1766.71,932.53,92.65,152.39,1.46,-1,-1,-1
2,13,1470.65,341.43,37.52,86.86,1.63,-1,-1,-1
3,1,451.86,455.69,75.04,125.96,1.75,-1,-1,-1
3,2,1505.20,466.89,57.07,138.29,1.74,-1,-1,-1
3,3,1622.49,359.44,59.58,105.00,1.74,-1,-1,-1
3,4,918.13,668.73,99.31,178.69,1.76,-1,-1,-1
3,5,664.31,426.58,88.86,69.65,1.74,-1,-1,-1
3,6,705.44,520.20,61.00,142.29,1.74,-1,-1,-1
3,7,1239.08,386.60,40.22,108.63,1.70,-1,-1,-1
3,8,793.63,421.02,79.18,112.80,1.67,-1,-1,-1
3,9,1327.72,409.78,42.87,113.83,1.72,-1,-1,-1
3,10,895.48,365.40,41.33,100.16,1.72,-1,-1,-1
3,11,785.07,404.60,38.54,108.89,1.62,-1,-1,-1
3,12,1791.38,937.74,94.90,146.11,1.59,-1,-1,-1
3,13,1470.43,341.78,43.76,86.62,1.68,-1,-1,-1
4,1,452.60,455.65,74.69,126.27,1.75,-1,-1,-1
4,2,1511.86,466.21,54.69,139.08,1.74,-1,-1,-1
4,3,1627.42,358.31,54.73,105.37,1.74,-1,-1,-1
4,4,924.83,669.23,102.43,179.58,1.75,-1,-1,-1
4,5,672.69,425.69,82.92,70.38,1.74,-1,-1,-1
4,6,707.67,519.73,62.96,143.47,1.73,-1,-1,-1
4,7,1250.25,386.04,32.88,109.10,1.68,-1,-1,-1
4,8,793.42,420.22,81.83,113.52,1.73,-1,-1,-1
4,9,1328.37,408.37,42.60,114.49,1.73,-1,-1,-1
4,10,895.93,366.15,52.47,99.33,1.74,-1,-1,-1
4,11,798.02,404.17,31.40,110.04,1.56,-1,-1,-1
4,12,1822.17,944.65,82.45,136.76,1.42,-1,-1,-1
4,13,1470.97,340.15,47.31,88.22,1.68,-1,-1,-1
5,1,457.36,456.19,70.71,125.97,1.75,-1,-1,-1
5,2,1519.86,465.78,50.37,139.35,1.74,-1,-1,-1
5,3,1634.89,357.86,46.74,106.04,1.73,-1,-1,-1
5,4,935.81,672.14,94.28,176.65,1.76,-1,-1,-1
5,5,683.38,424.87,74.19,70.85,1.71,-1,-1,-1
5,6,708.12,520.13,67.18,143.31,1.74,-1,-1,-1
5,7,1255.14,385.60,31.49,108.99,1.69,-1,-1,-1
5,8,796.17,420.74,82.78,112.11,1.74,-1,-1,-1
5,9,1328.20,406.79,40.67,115.75,1.72,-1,-1,-1
5,10,897.36,367.75,55.79,97.49,1.74,-1,-1,-1
5,11,800.40,404.00,34.71,111.53,1.54,-1,-1,-1
5,12,1852.51,953.16,67.59,129.15,1.10,-1,-1,-1
5,13,1470.94,341.77,47.67,86.43,1.68,-1,-1,-1
5,14,2.65,490.88,42.83,153.87,1.74,-1,-1,-1
6,1,458.68,455.06,70.12,127.79,1.75,-1,-1,-1
6,2,1522.61,465.85,53.91,138.65,1.75,-1,-1,-1
6,3,1647.70,356.24,35.34,107.44,1.71,-1,-1,-1
6,4,950.09,674.35,90.46,175.01,1.76,-1,-1,-1
6,5,696.24,424.49,63.14,71.36,1.71,-1,-1,-1
6,6,708.04,520.77,72.03,143.00,1.75,-1,-1,-1
6,7,1257.50,385.09,35.55,109.66,1.70,-1,-1,-1
6,8,797.37,420.85,85.28,111.90,1.72,-1,-1,-1
6,9,1327.98,404.88,39.05,116.97,1.72,-1,-1,-1
6,10,899.31,368.63,57.83,97.21,1.75,-1,-1,-1
6,11,800.71,404.67,37.20,104.11,1.55,-1,-1,-1
6,12,1880.57,958.11,40.38,124.93,0.39,-1,-1,-1
6,13,1472.12,336.20,46.46,92.78,1.68,-1,-1,-1
6,14,5.21,490.80,44.13,153.52,1.74,-1,-1,-1
7,1,467.91,454.80,60.90,127.60,1.74,-1,-1,-1
7,2,1524.55,466.60,64.80,138.22,1.75,-1,-1,-1
7,3,1656.71,355.82,29.46,107.09,1.67,-1,-1,-1
7,4,968.16,675.30,87.40,174.49,1.76,-1,-1,-1
7,5,703.58,423.87,56.80,72.11,1.71,-1,-1,-1
7,6,708.22,521.56,75.90,141.86,1.75,-1,-1,-1
7,7,1256.48,385.13,45.86,109.18,1.70,-1,-1,-1
7,8,800.87,419.58,84.66,113.13,1.67,-1,-1,-1
7,9,1327.45,402.99,42.13,118.50,1.72,-1,-1,-1
7,10,904.11,368.95,56.17,98.11,1.74,-1,-1,-1
7,11,801.17,404.74,40.42,107.64,1.57,-1,-1,-1
7,13,1473.61,339.51,45.22,88.96,1.63,-1,-1,-1
7,14,7.99,492.00,51.96,151.41,1.75,-1,-1,-1
8,1,476.87,454.36,51.98,127.74,1.74,-1,-1,-1
8,2,1524.72,466.98,73.89,138.33,1.76,-1,-1,-1
8,3,1661.59,355.79,28.25,107.69,1.66,-1,-1,-1
8,4,988.89,674.47,78.00,174.96,1.73,-1,-1,-1
8,5,703.80,423.06,58.72,73.07,1.72,-1,-1,-1
8,6,708.99,521.81,79.89,141.45,1.76,-1,-1,-1
8,7,1257.48,384.74,52.76,109.52,1.73,-1,-1,-1
8,8,805.17,418.49,82.61,111.54,1.65,-1,-1,-1
8,9,1327.21,402.92,44.01,117.11,1.70,-1,-1,-1
8,10,911.58,368.77,49.04,98.61,1.73,-1,-1,-1
8,11,802.34,404.85,48.37,109.23,1.57,-1,-1,-1
8,13,1474.96,332.54,44.75,96.22,1.65,-1,-1,-1
8,14,9.35,492.26,63.14,152.23,1.76,-1,-1,-1
9,1,486.77,453.04,42.25,128.44,1.73,-1,-1,-1
9,2,1525.38,467.68,78.11,137.44,1.76,-1,-1,-1
9,3,1663.62,356.67,33.09,106.94,1.69,-1,-1,-1
9,4,997.74,672.30,75.72,176.30,1.74,-1,-1,-1
9,5,704.41,422.93,61.57,72.98,1.74,-1,-1,-1
9,6,709.82,522.26,82.29,140.52,1.75,-1,-1,-1
9,7,1257.55,384.40,56.25,109.89,1.72,-1,-1,-1
9,8,810.16,419.45,80.79,110.29,1.67,-1,-1,-1
9,9,1326.44,403.55,46.22,112.48,1.70,-1,-1,-1
9,10,920.37,368.22,44.13,99.29,1.72,-1,-1,-1
9,11,803.49,405.25,55.43,108.88,1.53,-1,-1,-1
9,13,1479.16,333.77,42.85,94.47,1.60,-1,-1,-1
9,14,10.03,493.20,71.57,150.57,1.76,-1,-1,-1
10,1,497.73,452.47,32.79,129.54,1.71,-1,-1,-1
10,2,1527.23,468.37,77.73,136.61,1.76,-1,-1,-1
10,3,1663.86,356.59,40.22,106.59,1.71,-1,-1,-1
10,4,1000.52,669.24,80.78,178.41,1.74,-1,-1,-1
10,5,705.42,423.25,64.01,72.58,1.73,-1,-1,-1
10,6,711.90,521.97,84.66,140.53,1.75,-1,-1,-1
10,7,1257.91,386.55,59.27,107.83,1.72,-1,-1,-1
10,8,816.72,417.48,75.22,112.16,1.68,-1,-1,-1
10,9,1326.26,403.84,48.06,109.51,1.71,-1,-1,-1
10,10,928.40,366.96,39.08,100.59,1.71,-1,-1,-1
10,11,807.09,406.49,51.40,108.18,1.60,-1,-1,-1
10,13,1481.73,335.32,45.23,91.74,1.66,-1,-1,-1
10,14,9.94,494.41,78.91,149.71,1.76,-1,-1,-1
11,1,503.43,451.48,33.72,130.16,1.72,-1,-1,-1
11,2,1529.24,468.39,76.87,135.52,1.75,-1,-1,-1
11,3,1664.05,356.96,43.60,105.79,1.73,-1,-1,-1
